greek_span	nbla_span	count	first_seen	last_seen	alignment_types
λίθους	piedras	1	1cor 3:12	1cor 3:12	direct
λαβών	hubieras recibido	1	1cor 4:7	1cor 4:7	expanded
λαλήσω	pueblo	1	1corintios 14:21	1corintios 14:21	direct
λαλήσω	hable	1	1corintios 14:6	1corintios 14:6	direct
λαλείτω	hable	1	1corintios 14:28	1corintios 14:28	direct
λαλείτωσαν	hablen	1	1corintios 14:29	1corintios 14:29	direct
λαλεῖ	habla a	1	1corintios 14:2	1corintios 14:2	expanded
λαλεῖ	a	1	1corintios 14:3	1corintios 14:3	direct
λαλεῖν	hablar	1	1corintios 14:34	1corintios 14:34	direct
λαλεῖν	la	1	1corintios 14:35	1corintios 14:35	direct
λαλεῖν	prohíban	1	1corintios 14:39	1corintios 14:39	direct
λαλεῖν	lenguas	1	1corintios 14:5	1corintios 14:5	direct
λαλούμενον	que	1	1corintios 14:9	1corintios 14:9	direct
λαλοῦντες	aire	1	1corintios 14:9	1corintios 14:9	direct
λαλοῦντι	el que habla	1	1corintios 14:11	1corintios 14:11	expanded
λαλῆσαι	instruir	1	1corintios 14:19	1corintios 14:19	direct
λαλῆσαι	hablarles	1	1cor 3:1	1cor 3:1	direct
λαλῶ	y	1	1corintios 13:1	1corintios 13:1	direct
λαλῶν	dice	1	1corintios 12:3	1corintios 12:3	direct
λαλῶν	a	1	1corintios 14:5	1corintios 14:5	direct
λαλῶν	hablando	1	1corintios 14:6	1corintios 14:6	direct
λαλῶσιν	entran	1	1corintios 14:23	1corintios 14:23	direct
λαμβάνει	uno	1	1corintios 9:24	1corintios 9:24	direct
λαῷ	ni	1	1corintios 14:21	1corintios 14:21	direct
λεγόμενοι	dioses	1	1corintios 8:5	1corintios 8:5	direct
λοίδοροι	los difamadores	1	1cor 6:10	1cor 6:10	expanded
λοίδορος	difamador	1	1cor 5:11	1cor 5:11	direct
λογίζεται	en cuenta	1	1corintios 13:5	1corintios 13:5	expanded
λογιζέσθω	considere	1	1cor 4:1	1cor 4:1	direct
λοιδορούμενοι	cuando nos ultrajan	1	1cor 4:12	1cor 4:12	expanded
λοιποὶ	demás	1	1corintios 9:5	1corintios 9:5	direct
λοιποῖς	los demás	1	1cor 7:12	1cor 7:12	expanded
λοιπὰ	los	1	1corintios 11:34	1corintios 11:34	direct
λοιπὸν	por lo demás	1	1cor 1:16	1cor 1:16	expanded
λοιπὸν	además	1	1cor 4:2	1cor 4:2	direct
λοιπὸν	de	1	1corintios 7:29	1corintios 7:29	direct
λόγοις	palabras	1	1cor 2:13	1cor 2:13	direct
λόγον	inteligibles	1	1corintios 14:9	1corintios 14:9	direct
λόγον	palabras	1	1cor 4:19	1cor 4:19	direct
λόγος	por	1	1corintios 12:8	1corintios 12:8	direct
λόγος	de	1	1corintios 14:36	1corintios 14:36	direct
λόγος	mensaje	1	1cor 2:4	1cor 2:4	direct
λόγου	palabras	1	1cor 1:17	1cor 1:17	direct
λόγου	de palabra	1	1cor 2:1	1cor 2:1	expanded
λόγους	con	1	1corintios 14:19	1corintios 14:19	direct
λόγῳ	palabra	1	1cor 1:5	1cor 1:5	direct
λόγῳ	palabras	1	1cor 4:20	1cor 4:20	direct
λύσιν	separarte	1	1corintios 7:27	1corintios 7:27	direct
μάθητε	aprendan	1	1cor 4:6	1cor 4:6	direct
μάταιοι	inútiles	1	1cor 3:20	1cor 3:20	direct
μέθυσοι	los borrachos	1	1cor 6:10	1cor 6:10	expanded
μέθυσος	borracho	1	1cor 5:11	1cor 5:11	direct
μέλη	uno	1	1corintios 12:18	1corintios 12:18	direct
μέλη	él	1	1corintios 12:26	1corintios 12:26	direct
μέλη	con él	1	1corintios 12:26	1corintios 12:26	expanded
μέλη	miembro	1	1corintios 12:27	1corintios 12:27	direct
μέλλοντα	lo por venir	1	1cor 3:22	1cor 3:22	expanded
μέλος	sino	1	1corintios 12:14	1corintios 12:14	direct
μέλος	qué	1	1corintios 12:19	1corintios 12:19	direct
μέλος	los	1	1corintios 12:26	1corintios 12:26	direct
μέλος	un miembro	1	1corintios 12:26	1corintios 12:26	expanded
μέμνησθε	acuerdan	1	1corintios 11:2	1corintios 11:2	direct
μένει	la	1	1corintios 13:13	1corintios 13:13	direct
μέρος	parte	1	1corintios 11:18	1corintios 11:18	direct
μέρους	uno individualmente un	1	1corintios 12:27	1corintios 12:27	expanded
μέρους	acabará	1	1corintios 13:10	1corintios 13:10	direct
μέρους	entonces	1	1corintios 13:12	1corintios 13:12	direct
μέρους	en	1	1corintios 13:9	1corintios 13:9	direct
μέρους	profetizamos	1	1corintios 13:9	1corintios 13:9	direct
μέσου	en medio de	1	1cor 5:2	1cor 5:2	expanded
μή	siendo	1	1corintios 7:21	1corintios 7:21	direct
μή	no sea que habiendo predicado a otros yo mismo sea descalificado	1	1corintios 9:27	1corintios 9:27	expanded
μήτιγε	cuánto más	1	1cor 6:3	1cor 6:3	expanded
μίαν	sola	1	1cor 6:16	1cor 6:16	direct
μαίνεσθε	ustedes están locos	1	1corintios 14:23	1corintios 14:23	expanded
μαθεῖν	quieren aprender	1	1corintios 14:35	1corintios 14:35	expanded
μακαριωτέρα	más feliz	1	1corintios 7:40	1corintios 7:40	expanded
μακροθυμεῖ	es	1	1corintios 13:4	1corintios 13:4	direct
μαλακοὶ	los afeminados	1	1cor 6:9	1cor 6:9	expanded
μανθάνωσιν	y	1	1corintios 14:31	1corintios 14:31	direct
μείζονα	y	1	1corintios 12:31	1corintios 12:31	direct
μείζων	tres	1	1corintios 13:13	1corintios 13:13	direct
μείζων	es	1	1corintios 14:5	1corintios 14:5	direct
μείνωσιν	se quedan	1	1cor 7:8	1cor 7:8	expanded
μείνῃ	se queda	1	1corintios 7:40	1corintios 7:40	expanded
μεθʼ	entre	1	1cor 6:7	1cor 6:7	direct
μεθιστάναι	montañas	1	1corintios 13:2	1corintios 13:2	direct
μελέτω	no	1	1corintios 7:21	1corintios 7:21	direct
μεμέρισται	está dividido	1	1cor 1:13	1cor 1:13	expanded
μεμέρισται	intereses	1	1corintios 7:34	1corintios 7:34	direct
μενέτω	quédese	1	1cor 7:11	1cor 7:11	direct
μενέτω	llamado	1	1corintios 7:24	1corintios 7:24	direct
μενεῖ	permanece	1	1cor 3:14	1cor 3:14	direct
μεριμνᾷ	preocupan	1	1corintios 7:34	1corintios 7:34	direct
μεριμνᾷ	cosas	1	1corintios 7:34	1corintios 7:34	direct
μεριμνῶσι	tengan cuidado unos	1	1corintios 12:25	1corintios 12:25	expanded
μετεσχημάτισα	he aplicado en sentido figurado	1	1cor 4:6	1cor 4:6	expanded
μετὰ	después de	1	1corintios 11:25	1corintios 11:25	expanded
μετὰ	contra	1	1cor 6:6	1cor 6:6	direct
μηδενὶ	ningún	1	1cor 1:7	1cor 1:7	direct
μηδεὶς	nadie busque su propio bien sino el de su prójimo	1	1corintios 10:24	1corintios 10:24	expanded
μηδὲ	no sean pues idólatras	1	1corintios 10:7	1corintios 10:7	expanded
μηδὲ	ni siquiera	1	1cor 5:11	1cor 5:11	expanded
μικρὰ	un poco	1	1cor 5:6	1cor 5:6	expanded
μιμηταί	sean imitadores	1	1corintios 11:1	1corintios 11:1	expanded
μιμηταί	imitadores	1	1cor 4:16	1cor 4:16	direct
μισθός	que	1	1corintios 9:18	1corintios 9:18	direct
μισθὸν	tengo recompensa	1	1corintios 9:17	1corintios 9:17	expanded
μιᾷ	cayeron	1	1corintios 10:8	1corintios 10:8	direct
μοι	he de juzgar yo	1	1cor 5:12	1cor 5:12	expanded
μοιχοὶ	los adúlteros	1	1cor 6:9	1cor 6:9	expanded
μου	de mí	1	1corintios 11:1	1corintios 11:1	expanded
μου	de	1	1corintios 11:2	1corintios 11:2	direct
μου	dar	1	1corintios 13:3	1corintios 13:3	direct
μου	y	1	1corintios 13:3	1corintios 13:3	direct
μου	queda	1	1corintios 14:14	1corintios 14:14	direct
μου	para	1	1corintios 14:19	1corintios 14:19	direct
μου	señor	1	1corintios 14:21	1corintios 14:21	direct
μου	hermanos	1	1corintios 14:39	1corintios 14:39	direct
μου	mis	1	1cor 4:17	1cor 4:17	direct
μου	yo	1	1cor 4:18	1cor 4:18	direct
μου	ustedes	1	1corintios 9:1	1corintios 9:1	direct
μου	del	1	1corintios 9:18	1corintios 9:18	direct
μού	mi	1	1corintios 11:24	1corintios 11:24	direct
μού	entonces	1	1corintios 9:18	1corintios 9:18	direct
μυρίους	lenguas	1	1corintios 14:19	1corintios 14:19	direct
μυρίους	innumerables	1	1cor 4:15	1cor 4:15	direct
μυστήρια	todos	1	1corintios 13:2	1corintios 13:2	direct
μυστήρια	misterios	1	1corintios 14:2	1corintios 14:2	direct
μυστηρίων	los misterios	1	1cor 4:1	1cor 4:1	expanded
μυστηρίῳ	misterio	1	1cor 2:7	1cor 2:7	direct
μωρίαν	necedad	1	1cor 1:23	1cor 1:23	direct
μωρίας	necedad	1	1cor 1:21	1cor 1:21	direct
μωροὶ	necios	1	1cor 4:10	1cor 4:10	direct
μωρὰ	necio	1	1cor 1:27	1cor 1:27	direct
μωρὸν	necedad	1	1cor 1:25	1cor 1:25	direct
μωρὸς	necio	1	1cor 3:18	1cor 3:18	direct
μωϋσῆν	en	1	1corintios 10:2	1corintios 10:2	direct
μόνον	solo	1	1corintios 7:39	1corintios 7:39	direct
μόνους	ustedes	1	1corintios 14:36	1corintios 14:36	direct
μὲν	si	1	1corintios 11:14	1corintios 11:14	direct
μὲν	otro	1	1corintios 11:21	1corintios 11:21	direct
μὲν	pues	1	1corintios 11:7	1corintios 11:7	direct
μὲν	muchos	1	1corintios 12:20	1corintios 12:20	direct
μὲν	iglesia	1	1corintios 12:28	1corintios 12:28	direct
μὲν	a	1	1corintios 12:8	1corintios 12:8	direct
μὲν	tú	1	1corintios 14:17	1corintios 14:17	direct
μὲν	por mi parte	1	1cor 5:3	1cor 5:3	expanded
μὲν	de una manera	1	1cor 7:7	1cor 7:7	expanded
μὴ	nada	1	1cor 1:7	1cor 1:7	expanded
μὴ	qué no	1	1corintios 11:22	1corintios 11:22	expanded
μὴ	diré	1	1corintios 11:22	1corintios 11:22	direct
μὴ	sin	1	1corintios 11:29	1corintios 11:29	direct
μὴ	seamos	1	1corintios 11:32	1corintios 11:32	direct
μὴ	se	1	1corintios 11:34	1corintios 11:34	direct
μὴ	por	1	1corintios 12:3	1corintios 12:3	direct
μὴ	a	1	1corintios 13:1	1corintios 13:1	direct
μὴ	amor	1	1corintios 13:2	1corintios 13:2	direct
μὴ	yo no	1	1corintios 14:11	1corintios 14:11	expanded
μὴ	hablar	1	1corintios 14:39	1corintios 14:39	direct
μὴ	las	1	1corintios 14:5	1corintios 14:5	direct
μὴ	pronuncien	1	1corintios 14:9	1corintios 14:9	direct
μὴ	a no	1	1cor 4:6	1cor 4:6	expanded
μὴ	ninguno	1	1cor 4:6	1cor 4:6	expanded
μὴ	no lo	1	1cor 4:7	1cor 4:7	expanded
μὴ	de ningún modo	1	1cor 6:15	1cor 6:15	expanded
μὴ	no debe	1	1cor 7:10	1cor 7:10	expanded
μὴ	si	1	1corintios 7:30	1corintios 7:30	direct
μὴ	y	1	1corintios 7:37	1corintios 7:37	direct
μὴ	solo	1	1corintios 8:4	1corintios 8:4	direct
μὴ	aunque yo no estoy bajo la ley	1	1corintios 9:20	1corintios 9:20	expanded
μὴ	aunque no estoy sin la ley de dios	1	1corintios 9:21	1corintios 9:21	expanded
μὴ	acaso no	1	1corintios 9:4	1corintios 9:4	expanded
μὴ	acaso digo esto según el juicio humano no dice también la ley esto mismo	1	1corintios 9:8	1corintios 9:8	expanded
μᾶλλον	la verdad es que	1	1corintios 12:22	1corintios 12:22	expanded
μᾶλλον	los	1	1corintios 14:1	1corintios 14:1	direct
μᾶλλον	más	1	1corintios 14:18	1corintios 14:18	direct
μᾶλλον	aún	1	1corintios 14:5	1corintios 14:5	direct
μᾶλλον	libertad	1	1corintios 7:21	1corintios 7:21	direct
νέον	nueva	1	1cor 5:7	1cor 5:7	direct
νήπιος	era	1	1corintios 13:11	1corintios 13:11	direct
νήπιος	niño	1	1corintios 13:11	1corintios 13:11	direct
ναὸν	templo	1	1cor 3:17	1cor 3:17	direct
ναὸς	es templo	1	1cor 6:19	1cor 6:19	expanded
νεφέλην	y	1	1corintios 10:1	1corintios 10:1	direct
νηπίοις	niños	1	1cor 3:1	1cor 3:1	direct
νηπίου	niño	1	1corintios 13:11	1corintios 13:11	direct
νηπιάζετε	sean niños	1	1corintios 14:20	1corintios 14:20	expanded
νοΐ	cantaré	1	1corintios 14:15	1corintios 14:15	direct
νοΐ	entendimiento	1	1corintios 14:19	1corintios 14:19	direct
νομίζει	cree que	1	1corintios 7:36	1corintios 7:36	expanded
νομίζω	creo	1	1corintios 7:26	1corintios 7:26	direct
νουθετῶν	para amonestarlos	1	1cor 4:14	1cor 4:14	expanded
νοῒ	sentir	1	1cor 1:10	1cor 1:10	direct
νοῦς	entendimiento	1	1corintios 14:14	1corintios 14:14	direct
νυνὶ	ahora	1	1corintios 12:18	1corintios 12:18	direct
νυνὶ	y	1	1corintios 13:13	1corintios 13:13	direct
νόμος	la ley	1	1corintios 14:34	1corintios 14:34	expanded
νόμῳ	escrito	1	1corintios 14:21	1corintios 14:21	direct
νῦν	sin embargo	1	1corintios 12:20	1corintios 12:20	expanded
νῦν	en efecto	1	1cor 5:11	1cor 5:11	expanded
ξυρᾶσθαι	raparse	1	1corintios 11:6	1corintios 11:6	direct
ξύλα	madera	1	1cor 3:12	1cor 3:12	direct
οἰκίας	casas	1	1corintios 11:22	1corintios 11:22	direct
οἰκεῖ	habita	1	1cor 3:16	1cor 3:16	direct
οἰκοδομή	el edificio	1	1cor 3:9	1cor 3:9	expanded
οἰκοδομεῖ	se edifica	1	1corintios 14:4	1corintios 14:4	expanded
οἰκοδομεῖ	edifica a	1	1corintios 14:4	1corintios 14:4	expanded
οἰκοδομεῖται	edificado	1	1corintios 14:17	1corintios 14:17	direct
οἰκοδομὴν	en	1	1corintios 14:12	1corintios 14:12	direct
οἰκοδομὴν	los	1	1corintios 14:3	1corintios 14:3	direct
οἰκονομίαν	un encargo se me ha confiado	1	1corintios 9:17	1corintios 9:17	expanded
οἰκονόμοις	administradores es que	1	1cor 4:2	1cor 4:2	expanded
οἰκονόμους	administradores de	1	1cor 4:1	1cor 4:1	expanded
οἱ	nuestros	1	1corintios 10:1	1corintios 10:1	direct
οἱ	demás	1	1corintios 14:29	1corintios 14:29	direct
οἱ	esta	1	1corintios 7:28	1corintios 7:28	direct
οἱ	lloran	1	1corintios 7:30	1corintios 7:30	direct
οἱ	se	1	1corintios 7:30	1corintios 7:30	direct
οἱ	aprovechan	1	1corintios 7:31	1corintios 7:31	direct
οἱ	los que desempeñan los servicios sagrados	1	1corintios 9:13	1corintios 9:13	expanded
οἱ	y los que regularmente sirven al altar del altar reciben su parte	1	1corintios 9:13	1corintios 9:13	expanded
οἱ	hermanos	1	1corintios 9:5	1corintios 9:5	direct
οἴδαμεν	todos	1	1corintios 8:1	1corintios 8:1	direct
οἴδαμεν	sabemos	1	1corintios 8:4	1corintios 8:4	direct
οἴδατε	ustedes	1	1corintios 12:2	1corintios 12:2	direct
οἴκῳ	en	1	1corintios 11:34	1corintios 11:34	direct
οἴκῳ	maridos	1	1corintios 14:35	1corintios 14:35	direct
οἵτινές	y eso es lo que	1	1cor 3:17	1cor 3:17	expanded
οἶδα	sé	1	1cor 1:16	1cor 1:16	direct
οἶδεν	sabe	1	1corintios 14:16	1corintios 14:16	direct
οἶδεν	conoce	1	1cor 2:11	1cor 2:11	direct
οἶκον	de la casa	1	1cor 1:16	1cor 1:16	expanded
οὐ	no hubo	1	1cor 1:26	1cor 1:26	expanded
οὐ	porque	1	1corintios 10:1	1corintios 10:1	direct
οὐ	ustedes no pueden beber la copa del señor y la copa de los demonios no pueden participar de la mesa del señor y de la mesa de los demonios	1	1corintios 10:21	1corintios 10:21	expanded
οὐ	hermanos	1	1corintios 12:1	1corintios 12:1	direct
οὐ	y	1	1corintios 12:21	1corintios 12:21	direct
οὐ	envidia	1	1corintios 13:4	1corintios 13:4	direct
οὐ	porta	1	1corintios 13:5	1corintios 13:5	direct
οὐ	no toma	1	1corintios 13:5	1corintios 13:5	expanded
οὐ	señal	1	1corintios 14:22	1corintios 14:22	direct
οὐ	no para	1	1corintios 14:22	1corintios 14:22	expanded
οὐ	nada	1	1cor 2:2	1cor 2:2	expanded
οὐ	no tienen	1	1cor 4:15	1cor 4:15	expanded
οὐ	no consiste	1	1cor 4:20	1cor 4:20	expanded
οὐ	no comeré carne jamás para no hacer pecar a mi hermano	1	1corintios 8:13	1corintios 8:13	expanded
οὐ	señor	1	1corintios 9:1	1corintios 9:1	direct
οὐ	no lo tenemos aún más nosotros	1	1corintios 9:12	1corintios 9:12	expanded
οὐαὶ	pues ay de mí si no predico el evangelio	1	1corintios 9:16	1corintios 9:16	expanded
οὐδʼ	escucharán	1	1corintios 14:21	1corintios 14:21	direct
οὐδένα	no a ninguno	1	1cor 1:14	1cor 1:14	expanded
οὐδέποτε	nunca	1	1corintios 13:8	1corintios 13:8	direct
οὐδενὸς	nadie	1	1cor 2:15	1cor 2:15	direct
οὐδεὶς	saber	1	1corintios 12:3	1corintios 12:3	direct
οὐδεὶς	puede	1	1corintios 12:3	1corintios 12:3	direct
οὐδεὶς	ninguno	1	1cor 2:8	1cor 2:8	direct
οὐδεὶς	algún	1	1cor 6:5	1cor 6:5	expanded
οὐδεὶς	hay	1	1corintios 8:4	1corintios 8:4	direct
οὐδὲ	no	1	1corintios 11:14	1corintios 11:14	direct
οὐδὲ	tienen	1	1corintios 11:16	1corintios 11:16	direct
οὐδὲ	ni	1	1cor 2:6	1cor 2:6	direct
οὐδὲ	ni aun	1	1cor 3:2	1cor 3:2	expanded
οὐδὲ	ni aun yo	1	1cor 4:3	1cor 4:3	expanded
οὐδὲ	no existe ni siquiera	1	1cor 5:1	1cor 5:1	expanded
οὐδὲν	carece	1	1corintios 14:10	1corintios 14:10	direct
οὐδὲν	un ídolo no es nada	1	1corintios 8:4	1corintios 8:4	expanded
οὐθέν	soy	1	1corintios 13:2	1corintios 13:2	direct
οὐκ	ni	1	1corintios 11:16	1corintios 11:16	direct
οὐκ	para	1	1corintios 11:22	1corintios 11:22	direct
οὐκ	un	1	1corintios 12:14	1corintios 12:14	direct
οὐκ	ni tampoco	1	1corintios 12:21	1corintios 12:21	expanded
οὐκ	es	1	1corintios 14:17	1corintios 14:17	direct
οὐκ	no fueron	1	1cor 2:4	1cor 2:4	expanded
οὐκ	acaso no hay	1	1cor 6:5	1cor 6:5	expanded
οὐκ	mandamiento	1	1corintios 7:25	1corintios 7:25	direct
οὐκ	y no escribo esto para que así se haga conmigo	1	1corintios 9:15	1corintios 9:15	expanded
οὐκ	no tengo nada de qué gloriarme	1	1corintios 9:16	1corintios 9:16	expanded
οὐρανῷ	o	1	1corintios 8:5	1corintios 8:5	direct
οὐχ	los	1	1corintios 10:18	1corintios 10:18	direct
οὐχ	ni	1	1cor 6:10	1cor 6:10	expanded
οὐχ	has	1	1corintios 7:28	1corintios 7:28	direct
οὐχ	ponerles	1	1corintios 7:35	1corintios 7:35	direct
οὓς	la	1	1corintios 12:28	1corintios 12:28	direct
οὔπω	todavía no	1	1cor 3:2	1cor 3:2	expanded
οὔπω	no todavía	1	1cor 8:2	1cor 8:2	expanded
οὔσῃ	está	1	1cor 1:2	1cor 1:2	direct
οὔτε	en	1	1corintios 11:11	1corintios 11:11	direct
οὔτε	independiente	1	1corintios 11:11	1corintios 11:11	direct
οὔτε	pues ni somos menos si no comemos ni somos más si comemos	1	1corintios 8:8	1corintios 8:8	expanded
οὕτως	también	1	1corintios 11:12	1corintios 11:12	direct
οὕτως	mismo	1	1corintios 11:28	1corintios 11:28	direct
οὕτως	dice	1	1corintios 14:21	1corintios 14:21	direct
οὕτως	él	1	1corintios 14:25	1corintios 14:25	direct
οὕτως	asimismo	1	1cor 2:11	1cor 2:11	direct
οὕτως	de esta manera	1	1cor 4:1	1cor 4:1	expanded
οὕτως	tal	1	1cor 5:3	1cor 5:3	expanded
οὕτως	llamó	1	1corintios 7:17	1corintios 7:17	direct
οὕτως	de otra	1	1cor 7:7	1cor 7:7	expanded
οὕτως	y	1	1corintios 8:12	1corintios 8:12	direct
οὕτως	premio	1	1corintios 9:24	1corintios 9:24	direct
οὕτως	de esta manera peleo no como dando golpes al aire	1	1corintios 9:26	1corintios 9:26	expanded
οὖν	qué	1	1corintios 14:15	1corintios 14:15	direct
οὖν	tanto	1	1corintios 14:23	1corintios 14:23	direct
οὖν	hay	1	1corintios 14:26	1corintios 14:26	direct
οὖν	entonces	1	1cor 6:4	1cor 6:4	direct
οὖν	así que	1	1cor 6:7	1cor 6:7	expanded
οὖν	es	1	1corintios 9:18	1corintios 9:18	direct
οὖς	porque	1	1corintios 12:16	1corintios 12:16	direct
οὖς	oído	1	1cor 2:9	1cor 2:9	direct
οὗ	quien	1	1cor 1:9	1cor 1:9	direct
οὗ	el cual	1	1cor 6:19	1cor 6:19	expanded
οὗτος	él	1	1cor 7:13	1cor 7:13	direct
οὗτος	ese	1	1corintios 8:3	1corintios 8:3	direct
πάλιν	a	1	1corintios 12:21	1corintios 12:21	direct
πάλιν	también	1	1cor 3:20	1cor 3:20	direct
πάλιν	después	1	1cor 7:5	1cor 7:5	direct
πάντα	todo es lícito pero no todo es de provecho todo es lícito pero no todo edifica	1	1corintios 10:23	1corintios 10:23	expanded
πάντα	dios	1	1corintios 11:12	1corintios 11:12	direct
πάντα	se	1	1corintios 11:2	1corintios 11:2	direct
πάντα	pero todos	1	1corintios 12:12	1corintios 12:12	expanded
πάντα	solo	1	1corintios 12:19	1corintios 12:19	direct
πάντα	sufren	1	1corintios 12:26	1corintios 12:26	direct
πάντα	todos los miembros	1	1corintios 12:26	1corintios 12:26	expanded
πάντα	los	1	1corintios 13:2	1corintios 13:2	direct
πάντα	mis	1	1corintios 13:3	1corintios 13:3	direct
πάντα	o todo	1	1corintios 14:26	1corintios 14:26	expanded
πάντα	todo es	1	1cor 3:22	1cor 3:22	expanded
πάντα	sufrimos	1	1corintios 9:12	1corintios 9:12	direct
πάντα	y	1	1corintios 9:23	1corintios 9:23	direct
πάντας	hablaran	1	1corintios 14:5	1corintios 14:5	direct
πάντας	todos	1	1cor 7:7	1cor 7:7	direct
πάντες	bajo	1	1corintios 10:1	1corintios 10:1	direct
